VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,rate_code_name,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,payment_type_name,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-03-10T10:46:47,2016-03-10T10:47:02,1,0,Standard rate,40.64469147,-73.78202057,40.64487839,-73.78137207,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-01T06:00:07,2016-03-01T06:00:11,1,0,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:17:42,2016-03-10T12:18:14,1,0.05,Standard rate,40.7789917,-73.98117828,40.77968979,-73.98065948,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:55:55,2016-03-10T12:55:55,1,0,Standard rate,40.75764084,-73.97796631,40.76462555,-73.93698883,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:54:07,2016-03-10T12:54:18,2,0,Standard rate,40.75662231,-73.98614502,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T09:35:14,2016-03-10T09:35:23,1,0,Standard rate,40.75148773,-73.98977661,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T07:59:02,2016-03-10T07:59:17,2,0.03,Standard rate,40.778759,-73.97799683,40.7779808,-73.97611237,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:34:41,2016-03-10T11:34:48,3,0.01,Standard rate,40.7509613,-73.97664642,40.75037003,-73.97702026,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T09:49:01,2016-03-10T09:49:34,5,0,Standard rate,40.75725937,-73.98990631,40.75833893,-73.98915863,Cash,2.5,0,0.5,0,0,0.3,3.3
1,2016-03-01T05:43:54,2016-03-01T05:44:30,2,0,Standard rate,40.75164413,-73.93405151,40.75165176,-73.93403625,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T07:52:57,2016-03-10T07:53:12,1,0,Standard rate,40.71756363,-73.99820709,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T07:08:57,2016-03-10T07:09:03,6,0.02,Standard rate,0,0,40.79412079,-73.9723587,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:43:47,2016-03-10T12:43:55,1,0,Standard rate,40.76467133,-73.93679047,40.76465988,-73.93676758,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T08:51:08,2016-03-10T08:51:28,1,0,Standard rate,40.7621727,-73.97225952,40.76236343,-73.97214508,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T14:13:34,2016-03-10T14:14:24,1,0,Standard rate,40.64472961,-73.7818985,40.64498138,-73.78128052,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:01:53,2016-03-10T11:02:20,1,0,Standard rate,40.76139069,-73.96958923,40.76156998,-73.97029114,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:06:15,2016-03-10T12:07:05,6,0.08,Standard rate,40.64382553,-73.79016113,40.64284134,-73.78929901,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T07:36:15,2016-03-10T07:36:59,1,0.17,Standard rate,40.69216919,-73.99343872,40.69427872,-73.99241638,Credit card,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T07:34:07,2016-03-10T07:35:03,1,0.08,Standard rate,40.77028275,-73.95153046,40.77060318,-73.95251465,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:02:23,2016-03-10T12:02:48,1,0.11,Standard rate,40.74388885,-73.98800659,40.74209976,-73.98915863,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:32:42,2016-03-10T12:33:31,1,0.05,Standard rate,40.76514816,-73.97891998,40.76570129,-73.97994995,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:02:18,2016-03-10T12:02:24,1,0.01,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T13:23:49,2016-03-10T13:24:23,1,0,Standard rate,40.76484299,-73.93687439,40.76470566,-73.93695831,Credit card,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T13:05:11,2016-03-10T13:05:16,6,0,Standard rate,40.7240181,-74.00385284,40.72402954,-74.00386047,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T13:47:46,2016-03-10T13:48:36,1,0.04,Standard rate,40.76202011,-73.96016693,40.76348877,-73.95941925,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T08:12:20,2016-03-10T08:12:22,6,0,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:37:05,2016-03-10T12:38:14,2,0.07,Standard rate,40.7510376,-73.98181915,40.75093842,-73.98136139,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T13:51:58,2016-03-10T13:52:06,1,0.04,Standard rate,40.73385239,-73.9808197,40.73482513,-73.98014832,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T10:09:05,2016-03-10T10:09:13,1,0.03,Standard rate,40.76446533,-73.97227478,40.76485062,-73.9726944,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T10:02:31,2016-03-10T10:03:05,1,0.13,Standard rate,40.64582443,-73.77679443,40.64680099,-73.77806854,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T07:58:27,2016-03-10T07:58:42,1,0.02,Standard rate,40.76845169,-73.95534515,40.76903152,-73.95514679,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T09:05:29,2016-03-10T09:06:07,1,0.14,Standard rate,40.71506119,-73.99250793,40.71833038,-73.99088287,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T13:20:17,2016-03-10T13:20:19,1,0.01,Standard rate,0,0,40.76272583,-73.97628784,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:28:37,2016-03-10T11:29:24,1,0.06,Standard rate,40.74105072,-73.97547913,40.74238968,-73.97454834,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:19:41,2016-03-10T11:19:48,1,0,Standard rate,40.76471329,-73.93675995,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T09:02:57,2016-03-10T09:03:33,1,0.02,Standard rate,40.74980545,-73.97737122,40.74980545,-73.97737122,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:49:15,2016-03-10T11:49:22,1,0.04,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:20:38,2016-03-10T11:21:30,1,0.01,Standard rate,40.70040894,-73.98774719,40.70048141,-73.98961639,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T08:16:04,2016-03-10T08:16:16,1,0,Standard rate,0,0,40.76097107,-73.99475098,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:04:35,2016-03-10T12:04:50,1,0.01,Standard rate,40.74922943,-73.9796524,40.74845123,-73.98043823,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:14:11,2016-03-10T11:14:56,3,0,Standard rate,40.76485825,-73.93717194,40.76485825,-73.93717194,Credit card,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T07:52:14,2016-03-10T07:52:31,1,0.1,Standard rate,40.64502716,-73.77715302,40.64531708,-73.77687836,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T08:11:00,2016-03-10T08:11:02,6,0,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T13:45:59,2016-03-10T13:46:02,6,0,Standard rate,0,0,40.77389908,-73.87111664,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T07:28:41,2016-03-10T07:29:08,1,0.01,Standard rate,40.75137711,-73.99407959,40.75153351,-73.99403381,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T09:28:21,2016-03-10T09:28:27,1,0,Standard rate,40.7646904,-73.93695831,40.76465607,-73.93696594,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T07:31:49,2016-03-10T07:32:10,1,0.05,Standard rate,40.76704025,-73.99372864,40.7662735,-73.99131775,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:14:16,2016-03-10T11:39:40,1,0,Standard rate,40.75882339,-73.97225189,40.75642395,-73.99371338,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:03:14,2016-03-10T12:03:25,6,0,Standard rate,40.6449585,-73.77690125,40.6449585,-73.77690125,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-01T06:13:38,2016-03-01T06:13:45,1,0.02,Standard rate,40.64117813,-73.78874969,40.64144897,-73.78819275,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T13:39:03,2016-03-10T13:40:04,1,0.02,Standard rate,40.7490387,-73.98758698,40.74848175,-73.98809814,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T08:00:17,2016-03-10T08:00:22,2,0,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T08:02:15,2016-03-10T08:02:16,3,0.15,Standard rate,40.70825958,-74.01703644,40.70647812,-74.01777649,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T09:21:57,2016-03-10T09:22:18,1,0,Standard rate,40.76464081,-73.93701935,40.76464081,-73.93701935,Credit card,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T08:49:46,2016-03-10T08:49:57,1,0,Standard rate,40.76506805,-73.96133423,40.76486206,-73.96124268,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T14:09:01,2016-03-11T14:00:34,1,0.05,Standard rate,40.76369858,-73.97756958,40.76403046,-73.97731781,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T10:34:21,2016-03-10T10:34:26,1,0,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:56:17,2016-03-10T12:56:20,1,0,Standard rate,0,0,40.74168015,-74.00437164,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T07:13:33,2016-03-10T08:44:31,1,0,Standard rate,40.64638901,-73.78357697,40.72549057,-74.00492859,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:31:46,2016-03-10T11:32:00,1,0.01,Standard rate,40.64471817,-73.78201294,40.64477921,-73.78186798,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T13:37:34,2016-03-10T13:37:41,2,0,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:59:41,2016-03-10T13:00:38,1,0.06,Standard rate,40.70444107,-74.01321411,40.70424271,-74.01313019,Credit card,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-01T06:12:00,2016-03-01T06:12:13,5,0,Standard rate,40.76298141,-73.90222931,40.76296997,-73.90222931,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T08:23:10,2016-03-10T08:36:56,1,0,Standard rate,40.75786591,-73.96962738,40.76701355,-73.95370483,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:10:15,2016-03-10T12:10:51,1,0,Standard rate,40.7646904,-73.93691254,40.7646904,-73.93691254,Credit card,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:03:09,2016-03-10T11:03:53,1,0.11,Standard rate,40.72558594,-73.99197388,40.72692871,-73.991539,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:40:45,2016-03-10T11:40:53,1,0,Standard rate,40.64700699,-73.79000854,40.64689636,-73.79006195,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T08:17:33,2016-03-10T08:18:13,6,0.08,Standard rate,40.75327301,-73.99302673,40.75390244,-73.9924469,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T09:07:47,2016-03-10T09:07:54,5,0,Standard rate,40.76386642,-73.90176392,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T12:36:53,2016-03-10T12:37:03,6,0,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T08:46:42,2016-03-10T08:46:58,1,0.05,Standard rate,40.75653076,-73.98600006,40.75490952,-73.98693085,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T13:03:27,2016-03-10T13:04:08,1,0.04,Standard rate,40.74922943,-73.98028564,40.74941635,-73.98088837,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:18:42,2016-03-10T11:19:39,6,0.02,Standard rate,40.74842834,-73.97628784,40.74901962,-73.97595215,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T11:17:41,2016-03-10T11:17:48,1,0,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T09:57:17,2016-03-10T09:57:38,5,0.08,Standard rate,40.73268127,-73.98996735,40.73210144,-73.98872375,Cash,2.5,0,0.5,0,0,0.3,3.3
1,2016-03-01T05:27:26,2016-03-01T06:09:49,2,21.4,Standard rate,40.75520706,-73.97900391,40.74303818,-73.97711945,No charge,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-10T10:00:48,2016-03-10T10:01:06,1,0.03,Standard rate,40.79265976,-73.97319031,40.79323959,-73.97286224,Cash,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-01T00:08:00,2016-03-01T00:08:05,3,0,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:22:20,2016-03-01T01:24:38,1,4.7,Standard rate,40.7348938,-73.99864197,40.72386932,-74.00579071,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T00:57:07,2016-03-01T00:57:23,1,0,Standard rate,40.75805664,-73.9799118,40.75804138,-73.97989655,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T01:33:37,2016-03-01T01:34:07,1,0.04,Standard rate,40.74153519,-74.00124359,40.74153519,-74.00124359,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T05:02:40,2016-03-01T05:02:54,1,2.1,Standard rate,40.71482086,-73.94272614,40.71479416,-73.94272614,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T01:01:26,2016-03-01T01:02:37,1,0,Standard rate,40.76102829,-73.99052429,40.76065826,-73.99134827,No charge,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T02:04:30,2016-03-01T02:13:23,1,1.3,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T02:42:49,2016-03-01T02:42:57,1,0,Standard rate,40.7515564,-73.94502258,40.7515564,-73.94500732,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T03:48:36,2016-03-01T03:49:05,1,0,Standard rate,40.76002884,-73.98987579,40.75997162,-73.98991394,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T05:34:58,2016-03-01T05:35:03,2,0.08,Standard rate,0,0,40.79373932,-73.92340851,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:02:17,2016-03-01T00:02:22,1,0,Standard rate,40.67470169,-73.99958038,40.67469788,-73.99958038,No charge,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:17:00,2016-03-01T00:17:11,1,0,Standard rate,40.7336998,-73.9879303,40.7336998,-73.9879303,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T03:25:56,2016-03-01T03:26:40,1,0.08,Standard rate,40.74023056,-74.00205231,40.74124908,-74.00134277,Credit card,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T00:05:48,2016-03-01T00:05:52,1,0,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T05:14:20,2016-03-01T05:15:11,1,0,Standard rate,40.80620956,-73.94673157,40.80620956,-73.94673157,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T03:33:52,2016-03-01T03:34:01,5,0,Standard rate,40.74081039,-74.0049057,40.74214172,-74.00791168,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:16:27,2016-03-01T00:16:30,1,0,Standard rate,40.64535904,-73.7766571,40.64537811,-73.7766571,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T01:49:23,2016-03-01T01:49:52,1,0,Standard rate,40.79124069,-73.94486237,40.79133606,-73.9447937,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T01:21:38,2016-03-01T01:21:54,1,18.3,Standard rate,40.75078583,-73.89369202,40.75078583,-73.89369202,No charge,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T05:04:31,2016-03-01T05:04:45,1,0,Standard rate,40.74497986,-73.92604828,40.74497986,-73.92604828,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:18:42,2016-03-01T00:19:12,1,0,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T05:06:27,2016-03-01T05:06:35,1,0,Standard rate,40.77816391,-73.94869232,40.77813721,-73.94863129,No charge,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T05:45:30,2016-03-01T05:45:48,1,0,Standard rate,40.76324463,-73.9828186,40.76322556,-73.9828186,No charge,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:47:43,2016-03-01T00:47:45,1,0,Standard rate,40.71788025,-73.95555115,40.71788025,-73.95555115,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T00:36:22,2016-03-01T00:36:54,1,0.01,Standard rate,40.81055069,-73.95211029,40.81053543,-73.95215607,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T04:43:31,2016-03-01T04:43:34,1,0,Standard rate,40.74398804,-73.99557495,40.74401093,-73.99558258,No charge,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T04:47:37,2016-03-01T04:47:58,1,0,Standard rate,40.73886871,-73.99952698,40.73946762,-74.00115204,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T04:29:49,2016-03-01T04:30:05,1,0.02,Standard rate,40.76427078,-73.99217224,40.76459885,-73.99191284,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T01:37:58,2016-03-01T01:38:03,2,0,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:16:17,2016-03-01T00:16:23,1,0,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T02:29:01,2016-03-01T02:29:12,1,0,Standard rate,40.65692139,-73.79433441,40.65692139,-73.79433441,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:53:31,2016-03-01T00:53:48,1,0,Standard rate,40.64448547,-73.78244781,40.64480209,-73.78192902,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T00:40:16,2016-03-01T00:40:18,5,0,Standard rate,0,0,40.64472961,-73.78185272,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T02:27:28,2016-03-01T02:27:33,6,0,Standard rate,0,0,0,0,Credit card,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T01:44:02,2016-03-01T01:44:13,2,0.08,Standard rate,40.80244064,-73.93682861,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T00:20:15,2016-03-01T00:20:54,3,0.03,Standard rate,40.7257843,-73.98377991,40.72577667,-73.98361206,Credit card,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T00:01:16,2016-03-01T00:01:57,1,0.03,Standard rate,40.75926208,-73.98413849,40.75932693,-73.98451996,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T01:04:44,2016-03-01T01:05:33,1,0.1,Standard rate,40.72967148,-73.98970795,40.72990417,-73.98946381,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T02:04:16,2016-03-01T02:04:53,1,0.09,Standard rate,40.75709152,-73.99015808,40.75701141,-73.99012756,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T03:20:27,2016-03-01T03:20:43,1,0,Standard rate,40.80903625,-73.92976379,40.80755997,-73.93223572,No charge,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T04:03:13,2016-03-01T04:03:17,1,0.08,Standard rate,40.64509583,-73.78084564,40.64631271,-73.78379822,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T05:44:48,2016-03-01T05:45:14,1,0,Standard rate,40.75143814,-73.94540405,40.75144577,-73.94541168,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-10T14:04:13,2016-03-10T14:04:40,1,0.11,Standard rate,40.76990128,-73.96508026,40.76925278,-73.96341705,Credit card,2.5,0,0.5,0.5,0,0.3,3.8
1,2016-03-01T05:56:55,2016-03-01T05:57:50,1,0,Standard rate,40.7624588,-73.9678421,40.76202774,-73.96810913,No charge,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T01:29:16,2016-03-01T01:30:07,2,0.06,Standard rate,40.75582123,-73.97895813,40.75567245,-73.97937012,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T02:53:22,2016-03-01T02:54:03,1,0,Standard rate,40.76278305,-73.98313141,40.76268387,-73.98310852,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T00:31:02,2016-03-01T00:31:08,2,0,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T05:54:21,2016-03-01T05:54:23,6,0,Standard rate,0,0,40.7612381,-73.99578857,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T04:37:16,2016-03-01T04:38:27,1,0,Standard rate,40.8008194,-73.95828247,40.80018997,-73.95915985,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T04:06:37,2016-03-01T04:06:42,1,0.1,Standard rate,40.72868729,-73.90916443,40.72776794,-73.90769196,No charge,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:35:10,2016-03-01T00:35:12,1,5.3,Standard rate,40.72538376,-73.89658356,40.72533798,-73.8960495,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T01:04:27,2016-03-01T01:04:53,3,0.01,Standard rate,40.64461517,-73.7822876,40.64463043,-73.78226471,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T01:44:03,2016-03-01T01:44:03,2,0,Standard rate,40.72423553,-73.99706268,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T04:29:01,2016-03-01T04:29:29,1,0,Standard rate,40.72615433,-74.00153351,40.72657394,-74.00209045,No charge,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T04:55:18,2016-03-01T05:10:18,1,4.1,Standard rate,40.81606674,-73.95819855,40.76525116,-73.97676849,No charge,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:19:34,2016-03-01T00:19:53,1,0,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T01:47:33,2016-03-01T01:47:58,1,0,Standard rate,40.7509613,-73.99381256,40.75105667,-73.99375153,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T05:47:52,2016-03-01T05:47:56,6,0,Standard rate,0,0,40.83710861,-73.86148834,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T02:36:27,2016-03-01T02:36:27,1,0,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:21:30,2016-03-01T00:21:54,1,0,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T04:01:55,2016-03-01T04:02:35,1,0.1,Standard rate,40.79756927,-73.93728638,40.79542923,-73.93896484,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:52:37,2016-03-01T00:52:59,1,0,Standard rate,40.75653458,-73.96814728,40.75632095,-73.96791077,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T03:39:03,2016-03-01T03:39:50,1,0,Standard rate,40.76972961,-73.96287537,40.76915741,-73.96309662,No charge,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T04:58:09,2016-03-01T05:00:37,1,0,Standard rate,40.76591873,-73.97686005,40.76592636,-73.97685242,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T00:03:04,2016-03-01T00:03:22,5,0,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:38:33,2016-03-01T00:38:35,1,0,Standard rate,40.70033646,-73.90395355,40.70033646,-73.90395355,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T03:54:00,2016-03-01T03:54:05,1,0,Standard rate,40.60476303,-73.97429657,40.60476685,-73.97429657,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T05:58:55,2016-03-01T05:59:14,1,0.11,Standard rate,40.77048874,-73.9540329,40.77220154,-73.95281219,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:57:16,2016-03-01T00:57:16,4,0,Standard rate,40.81051636,-73.96204376,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T01:03:29,2016-03-01T01:03:44,1,0.05,Standard rate,40.78039932,-73.95010376,40.78039932,-73.95010376,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T01:28:27,2016-03-01T01:40:21,2,2.4,Standard rate,40.76414108,-73.97383118,40.7373085,-73.98344421,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:15:46,2016-03-01T00:16:00,1,0,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
2,2016-03-01T05:11:56,2016-03-01T05:12:03,5,0,Standard rate,40.75400162,-73.88126373,40.75400162,-73.88126373,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T05:48:25,2016-03-01T05:48:29,1,0,Standard rate,40.76198578,-73.99206543,40.76200485,-73.9920578,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:20:08,2016-03-01T00:20:42,1,0,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T01:50:11,2016-03-01T01:50:16,1,0.9,Standard rate,40.7518425,-73.94480896,40.7518425,-73.94480896,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:44:14,2016-03-01T00:44:20,1,9.7,Standard rate,40.8073616,-73.96440125,40.8073616,-73.96440125,No charge,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T00:15:13,2016-03-01T00:15:26,1,0,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-03-01T01:47:19,2016-03-01T01:47:23,1,0.1,Standard rate,40.58646774,-73.89658356,40.58718872,-73.89738464,No charge,2.5,0.5,0.5,0,0,0.3,3.8
